YEAR,STATE,Population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 and 19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 74 years,75 to 84 years,85 years and over,White,Black or African American,American Indian and Alaska Native,Asian and Pacific Islander and Other,Less than Bachelor's degree,Bachelor's degree,Graduate or professional degree
2009,Oregon,7651314,1895208,1930449,244858,234976,244245,148731,105911,51351,53520,155267,271132,255058,505735,546285,266015,100485,126718,275816,163519,76035,3274965,68196,48611,151454,2169691,512297,270859
2009,Pennsylvania,25209534,6136100,6468667,743817,742317,778467,508260,391851,192430,180568,457924,790833,741989,1650902,1934811,840583,308321,397140,955644,684102,304808,10525640,1325314,16761,314010,7424582,1523000,884324
2009,Rhode Island,2106418,510981,542228,60170,58726,66025,41842,37790,18388,17223,37480,68057,64927,141956,162580,69902,24821,31538,74394,52435,24955,869575,63171,3901,31218,597987,143980,84479
2009,South Carolina,9122484,2219149,2342093,311124,296480,289977,182833,147348,71824,65842,176481,309598,282610,604050,647756,291698,115820,148770,344453,202794,71784,3082191,1273826,11993,60052,2710451,514258,256119
2009,South Dakota,1624766,404042,408341,59673,51248,53618,34390,28685,13271,11667,35995,56994,45992,92186,115543,56634,17059,22397,56686,39685,20660,701305,8530,69703,8269,475165,99585,38704
2009,Tennessee,12592508,3073108,3223146,422330,402484,412548,253486,175962,85110,83350,247616,434831,408604,866650,914349,397166,157718,197615,462974,270118,103343,4981348,1039226,13070,88555,3789714,680346,335346
2009,Texas,49564604,12366201,12416101,2065983,1904936,1850359,1067201,735006,377232,364449,1055579,1886508,1741432,3423190,3342194,1331123,485193,616919,1388416,829968,316614,18277105,2856747,139030,902768,13795288,2787422,1311113
2009,Utah,5569144,1403669,1380903,271026,246322,227234,125325,92505,49381,51322,148278,234316,210372,331278,312534,131393,43806,58563,137315,82154,31448,2487925,32388,31222,79241,1446206,323204,145255
2009,Vermont,1243520,306311,315449,32433,34630,34626,24913,21673,14051,10063,23888,36687,32119,80197,101571,47567,18050,19999,47470,29906,11917,595344,5145,1944,6080,347514,90884,56760
2009,Virginia,15765180,3871773,4010817,525246,505054,505771,308777,259952,116076,111245,342482,555953,503193,1120405,1170872,482128,185998,234222,532426,305074,117716,5552824,1542737,25006,397631,4170066,1125636,742040
2009,Washington,13328390,3328548,3335647,450323,426069,425255,269540,184649,101256,93194,268558,499398,444423,911164,986273,441615,162343,198697,434079,255512,111847,5342426,229534,87973,471001,3658843,937352,496813
2009,West Virginia,3639554,893302,926475,107120,103057,108140,66455,51219,24875,23246,71722,113689,108707,237759,268941,132630,53443,61664,153313,98920,34877,1715221,56331,3219,11565,1206382,142706,85917
2009,Wisconsin,11309548,2810253,2844521,360496,353371,360073,232228,174340,86999,84243,241368,372761,335139,743748,878678,370858,135888,164283,391037,255386,113878,4997567,339527,48448,121332,3335878,693794,318934
2009,Wyoming,1088540,278987,265283,39127,36559,31258,22757,16972,8934,8036,24834,41777,31721,65935,81931,39202,13433,15229,36003,22148,8414,497086,5152,14019,4008,327184,59204,28181
2011,Alabama,9605480,2324413,2478327,298465,302411,327106,196406,141864,69833,72968,200609,309077,300534,613286,687009,310121,122996,176265,380257,213124,80409,3318110,1281095,24408,56178,2934519,475510,268323
2011,Alaska,1445436,372916,349802,54031,50720,52805,30667,18879,12895,13276,32583,57347,48932,93356,107984,52473,16778,21625,37827,15742,4798,482698,23143,102293,45756,409805,81035,43655
2011,Arizona,12965010,3228514,3253991,447964,452876,452256,270928,184714,106846,96074,259624,441748,424967,824699,839975,387403,152121,217157,524094,289632,109427,5141027,265940,289812,189238,3697897,758949,401635
2011,Arkansas,5875958,1447850,1490129,197666,196893,201044,115583,80673,49315,40348,113030,190335,192179,365721,402432,188300,73879,101956,238937,138536,51152,2296248,463364,16772,41621,1814208,270919,141666
2011,California,75383824,18750692,18941220,2533655,2515834,2580033,1637914,1113549,614466,603760,1648829,2766679,2637807,5169975,5253128,2279802,821109,1117319,2376991,1390089,630973,23698393,2253905,289597,5117521,20691910,5002579,2729987
2011,Colorado,10233592,2569136,2547660,341041,348587,340012,198937,140208,71316,71027,218358,376385,368566,709547,729029,341161,120214,166911,328585,171478,75434,4318187,203243,51677,149709,2592322,840380,455517
2011,Connecticut,7161418,1743795,1836914,196206,221922,236759,148733,106103,54879,47695,124009,216768,211362,467003,573005,245840,87334,127777,263918,163565,87831,2787171,359683,7481,142497,1850791,538454,387844
2011,Delaware,1814270,439918,467217,55248,57647,56393,35337,26528,13323,12456,39083,59008,55189,114001,133118,57042,23729,35121,75752,41907,16253,636680,193899,2794,29952,516866,112277,73367
2011,District of Columbia,1235992,292283,325713,36232,26634,26062,16552,24146,14137,11234,34738,73580,59685,82827,75369,35264,13672,18126,37760,21746,10232,246505,309845,1956,22510,268289,117472,126755
2011,Florida,38115084,9321149,9736393,1074324,1085959,1126994,707673,511645,289712,275113,718541,1193518,1134764,2408924,2739211,1253012,477537,701220,1777707,1120268,461420,14535897,3046628,63416,475709,11495149,2317866,1249577
2011,Georgia,19630420,4808996,5006214,674027,698065,706855,409122,313717,153662,151425,399376,657889,668604,1403082,1389718,584008,209845,319920,642705,317836,115354,5961961,3021927,24980,328500,5514109,1188089,624943
2011,Hawaii,2749620,688600,686210,88020,81643,83794,50900,32389,18283,20541,59728,103043,89582,176023,188751,91572,38152,48920,106372,64305,32792,343352,26281,3942,651911,787319,189775,93359
2011,Idaho,3169970,794914,790071,118486,122811,119276,67080,48072,26203,22351,62246,102875,103501,195100,204758,101893,36325,49722,116951,63339,23996,1465484,8392,20511,22200,896417,182390,78525
2011,Illinois,25738518,6309308,6559951,826970,858285,867305,543980,369287,181590,188824,511324,901529,879658,1712435,1848934,820679,299256,416608,875309,527408,239878,9328438,1867304,25818,600493,6975833,1788749,1008137
2011,Indiana,13033844,3206430,3310492,428324,440558,453693,274682,198459,103038,97857,264852,414896,415934,834977,930037,432672,155483,214968,462330,274086,120076,5512023,589109,12817,103481,3887393,677254,355018
2011,Iowa,6124618,1512251,1550058,198202,200400,202033,123221,94362,49003,46200,121687,196097,190733,361560,430536,204194,78850,107041,228334,153148,76708,2800812,88258,12009,57050,1784397,387212,166844
2011,Kansas,5742476,1423188,1448050,202040,198290,203842,118241,87832,39939,45174,123786,193923,180622,349047,399500,189040,65832,92171,194584,127564,59811,2442531,167669,23830,68877,1563765,391199,193861
2011,Kentucky,8738712,2143745,2225611,279098,289206,282810,173885,124918,68935,62009,166145,279231,285420,568172,637563,290195,107861,159947,335906,184945,73110,3837605,348778,9662,51153,2701018,385664,257675
2011,Louisiana,9149672,2236117,2338719,312975,304289,316150,185834,136395,70146,72640,203670,325628,306433,570119,639766,295153,105602,158740,321097,181542,68657,2874839,1469876,28830,75610,2795547,446054,213987
2011,Maine,2656376,651076,677112,66221,76166,78205,49730,36546,17984,15627,45172,73564,71214,167184,214838,101808,38122,58499,117419,70182,29707,1264494,13598,8148,13632,777704,180865,99297
2011,Maryland,11656578,2820212,3008077,363121,366384,380928,236199,166848,80495,89681,228976,399122,380439,779861,899290,386418,140162,198606,402695,224977,104087,3414300,1725923,14530,331694,2969287,863744,648626
2011,Massachusetts,13175072,3187794,3399742,362557,380297,404436,257817,204778,115086,104031,256486,449741,413578,867088,1011728,455528,156889,225587,474830,297956,149123,5305948,451127,13160,366826,3321344,1096483,764602
2011,Michigan,19752374,4848677,5027510,583393,625273,661843,422576,298503,162659,149314,384302,584848,583936,1244067,1481912,696576,253050,356065,744826,445345,197699,7830903,1388139,54719,244350,5807838,1119169,656095
2011,Minnesota,10689722,2656471,2688390,352599,358070,350621,216371,152774,74421,75402,203802,370838,354688,668881,802069,359591,128597,175054,366980,227998,106105,4577875,279142,60842,217033,2857818,832414,376968
2011,Mississippi,5957024,1446634,1531878,205397,201625,221471,123448,104004,48680,45619,115560,190286,187551,382042,405092,189562,70120,101032,219164,124616,43243,1770546,1115359,11815,27185,1828020,257916,140635
2011,Missouri,12021376,2945756,3064932,381617,395452,392118,244508,173578,91762,87100,235999,401473,383715,739399,872632,402155,145872,208704,460761,271401,122442,4991510,688379,22326,101879,3498559,705412,393022
2011,Montana,1996398,500311,497888,60449,63828,59101,39693,26416,14864,13422,43633,63448,61557,110809,144371,79474,27595,38563,83894,46847,20235,891294,4305,66644,6682,575266,141771,58091
2011,Nebraska,3685282,912496,930145,130982,130674,124193,74777,56630,25926,31455,71892,127251,118594,220770,255388,119370,44687,60255,125688,84636,39473,1624885,83693,17985,35210,1029976,242329,109710
2011,Nevada,5446644,1372750,1350572,185186,191592,174007,112318,66600,36574,38267,107818,195396,190849,382434,376035,166933,65889,93784,205979,98171,35490,1948463,222551,32805,211055,1640301,281478,138440
2011,New Hampshire,2636388,651060,667134,67606,77439,82207,52417,38625,23112,19275,43306,73408,72784,174290,223201,97073,34591,54270,101746,58249,24595,1240868,14655,2154,29119,720121,203507,114897
2011,New Jersey,17642310,4298542,4522613,535544,560110,583087,363684,227769,126474,107538,312336,556733,565354,1217006,1371900,579766,210853,296223,628991,390452,187335,6104543,1182905,21103,750985,4559978,1412568,806184
2011,New Mexico,4164448,1036558,1045666,144400,140345,149365,83643,61492,32552,30969,85272,140563,133841,245291,284851,142195,51598,72790,162457,87238,33362,1492790,44365,190825,26808,1208037,204559,151875
2011,New York,38930394,9438007,10027190,1157457,1157267,1192952,771946,563768,310052,300170,813881,1400590,1308321,2566794,2867178,1279807,462278,647816,1395702,867299,401919,12710382,3036099,67731,1453322,10564026,2716290,1905259
2011,North Carolina,19312802,4687843,4968558,626723,628884,660712,372823,291068,152456,147313,377065,614439,631956,1319454,1369600,623580,224106,340266,725945,400752,149259,6768523,2091558,111633,215460,5569199,1206519,591541
2011,North Dakota,1367864,343944,339988,46266,42846,37632,24534,22096,13434,13025,35954,50458,42983,75277,94512,46212,18898,21349,48017,33069,17370,614327,6857,38515,7217,407576,93270,31808
2011,Ohio,23089902,5641528,5903423,708443,750037,760141,473751,328981,173071,165637,435654,716042,705866,1451623,1711829,799780,286035,430227,870214,542765,234855,9566847,1396483,19589,196795,6849195,1283746,719638
2011,Oklahoma,7583016,1877843,1913665,264196,258740,261447,151250,113106,58718,52270,162585,263756,248698,466418,514866,241715,86480,129873,288726,166122,62542,2792094,275392,260733,70906,2241073,421989,192813
2011,Oregon,7743718,1914116,1957743,238669,234200,244013,145138,102575,55198,59777,147535,263484,267480,501136,530263,272858,105872,150540,305988,168506,78627,3279357,70067,52026,168009,2205915,512602,291322
2011,Pennsylvania,25485772,6216838,6526048,720974,748956,784757,506227,388241,204755,191420,483321,787141,749127,1581638,1918829,902127,322799,470156,1000046,663715,318657,10485910,1372685,17315,360177,7492666,1573203,916103
2011,Rhode Island,2102604,508396,542906,55446,60734,62459,40435,37623,18849,19520,43970,66677,62636,134224,159166,72960,26889,36037,75692,51231,26754,859000,63397,4370,33423,595050,148525,88653
2011,South Carolina,9358460,2274282,2404948,302721,300725,299636,178931,147900,82717,74426,181642,297932,292940,605218,651098,310751,121218,176488,384726,200396,69765,3135216,1305093,13244,65398,2815281,518127,263809
2011,South Dakota,1648164,410505,413577,58548,55802,54352,33147,25889,14231,14546,29979,54398,50014,96172,115573,52597,20158,28651,60225,39487,20313,707944,9517,71532,7918,475667,102738,43828
2011,Tennessee,12806706,3118951,3284402,399788,403272,431978,255416,176505,93598,94925,253479,414153,417810,841710,923784,424931,159061,233910,502187,269066,107780,4990068,1071463,18732,94585,3852352,699621,360926
2011,Texas,51349362,12741162,12933519,1953347,1981163,1901653,1121519,768698,395422,399878,1078610,1857157,1814242,3512490,3449260,1465217,524031,744169,1541420,844061,322344,19149157,3011795,128773,1017844,14282359,3019290,1415350
2011,Utah,5634444,1417639,1399583,262298,251663,238050,129068,92756,42221,49185,143313,220520,221358,347367,305204,139649,47539,68707,143300,81956,33068,2486869,32524,31795,83888,1438886,341054,156203
2011,Vermont,1252862,308393,318038,30773,32680,38389,24079,20971,11808,9883,23196,34793,35571,77416,99748,50449,17225,25809,51742,30271,11628,596253,5194,2140,7978,339090,100544,60876
2011,Virginia,16193208,3978779,4117825,508416,515172,516238,313267,240742,127365,123389,333171,560374,542522,1108137,1202545,518366,202139,274426,572124,307943,130268,5615742,1581452,24374,460326,4240164,1202232,801115
2011,Washington,13660076,3408061,3421977,439347,429725,444223,266947,183549,98894,99450,284477,486562,473110,914023,973954,458465,169030,247039,483777,257371,120095,5357161,239665,91703,542012,3729176,982053,538567
2011,West Virginia,3710728,914474,940890,104148,105786,109372,67525,52373,26935,26067,68960,105531,112374,233792,268653,140723,55385,76423,166663,97463,37191,1741915,56178,2834,11618,1214354,164780,89399
2011,Wisconsin,11423534,2835132,2876635,349200,363312,380698,231190,168513,88020,82079,217382,367807,363407,709248,863551,393469,140626,201051,410821,264106,117287,4980495,356550,48065,132102,3323643,714474,349250
2011,Wyoming,1136316,289416,278742,39022,35530,39025,21514,17254,7929,8594,23682,40865,38453,66597,80644,44382,13820,18818,41068,23445,7516,515335,5079,12241,5034,336365,65598,31104
2013,Alabama,9667444,2341869,2491853,292354,302298,328072,187167,143127,75071,72170,208016,304933,307840,608333,660842,330028,117735,174198,419711,218808,83019,3330478,1284102,22459,60145,2930639,509611,283581
2013,Alaska,1470264,386404,348728,54705,50862,53186,29613,23359,12490,11358,36900,60708,53300,89946,101153,52598,17414,21956,43156,16856,5572,487762,25077,105310,50569,413268,87995,45503
2013,Arizona,13253248,3298086,3328538,430081,461694,453760,270427,183576,98786,100258,283305,440289,440651,832886,834747,400718,152117,224605,589406,311306,118012,5233466,277973,288294,204327,3771398,789099,450165
2013,Arkansas,5918746,1461544,1497829,190202,210050,195242,116128,81004,41393,45072,119779,191629,192224,367589,388763,191520,74308,100928,260847,140018,52677,2305726,463928,17704,39838,1824631,280896,142224
2013,California,76665042,19072246,19260275,2500565,2559235,2539869,1574515,1089266,606864,589309,1725666,2837147,2745425,5159912,5207404,2386587,865413,1151236,2692906,1427597,673605,23741019,2269021,278377,5353018,20985123,5247842,2925372
2013,Colorado,10536734,2645976,2622391,333573,349279,360838,197635,144333,77208,76584,214682,389507,387153,720347,715100,348854,131255,177076,382712,187498,74733,4415852,209555,43613,159167,2642885,888937,495220
2013,Connecticut,7192160,1751883,1844197,190746,219926,230077,144593,108001,53506,51708,132208,222554,216595,448157,556065,260273,92342,124823,293384,159188,91934,2778681,370998,8018,148115,1848513,549680,412545
2013,Delaware,1851498,447789,477960,56235,57145,57557,32751,25182,13951,12413,40785,61081,57958,111785,130801,61435,23957,35768,86005,43225,17715,637606,200249,3955,34480,522709,119058,80294
2013,District of Columbia,1292898,306147,340302,41061,32187,23091,15193,21525,10779,13469,36130,76164,68582,89855,76302,36080,13713,18357,41083,22429,10449,264080,315504,1272,23067,266151,120727,148039
2013,Florida,39105720,9565609,9987251,1074049,1101641,1150674,702366,493791,278855,260065,764423,1239584,1195802,2409505,2726761,1326202,484489,700370,1984921,1163267,496095,14897782,3141552,50379,517829,11650013,2539488,1334629
2013,Georgia,19984334,4879034,5113133,657016,706117,712651,414597,303962,147769,144857,433026,670162,676998,1391341,1384531,626711,220340,311316,726904,341781,122088,6035159,3095976,21692,359539,5584935,1228548,688303
2013,Hawaii,2808108,710917,693137,90706,81291,86759,48470,31799,17831,21510,65785,106886,97281,177174,180050,93804,38001,46599,120992,63754,35362,358977,30306,2272,668474,784869,211105,100854
2013,Idaho,3224272,810879,801257,111239,121323,124215,70077,43961,26426,21296,66710,102508,105135,195107,204069,102322,41273,53371,131115,66994,24995,1475631,9097,19800,26663,904110,195876,85296
2013,Illinois,25764270,6326778,6555357,797089,838981,861781,524304,356979,191454,182891,534991,882488,897222,1689992,1793296,860282,313884,416413,962413,526104,251571,9362416,1833560,25575,639045,6944194,1841758,1074028
2013,Indiana,13141804,3228884,3342018,424064,446461,448783,268234,187013,104661,98244,280550,416457,424025,826166,902635,448355,159178,220243,516472,269340,130021,5529595,603521,14146,119559,3896911,711473,374976
2013,Iowa,6180832,1528770,1561646,193077,208901,196946,124542,92084,51425,46430,128741,189663,200087,363546,413491,211617,83217,107024,248503,150172,80950,2823908,102430,7630,65071,1791360,403010,172580
2013,Kansas,5787914,1440481,1453476,199304,204847,198878,117513,88449,42996,41082,128443,192155,195403,347137,373474,192109,72705,93237,216907,125610,63708,2476030,168246,24238,74635,1563462,400665,209288
2013,Kentucky,8790590,2163067,2232228,271837,280987,294006,167755,121823,68978,66744,169512,280126,284508,565930,615725,301860,112383,157063,370654,188945,76459,3854574,350164,7434,55317,2680401,423104,277205
2013,Louisiana,9250940,2256464,2369006,304998,323009,306063,178604,126624,74941,73561,202697,332889,326203,565847,620965,315267,115967,150877,351389,186027,69542,2907296,1492915,27412,74900,2795442,484290,233064
2013,Maine,2656604,649994,678308,64177,70496,76511,49151,33821,19196,16588,44400,76932,73245,157792,205099,107438,40822,56650,133206,73525,29253,1260470,13617,8242,14328,790042,180983,96942
2013,Maryland,11857628,2875157,3053657,366712,368111,379785,229849,161106,78451,82120,243979,412668,402909,768746,889419,404871,148227,197993,455135,229812,108921,3416335,1754964,17230,357483,3009705,880713,693939
2013,Massachusetts,13385648,3245774,3447050,363925,379569,399540,249921,207950,101966,100293,284865,471824,437528,844416,995512,473361,163689,228368,538523,296679,154895,5330381,474427,13958,389874,3333565,1138748,827556
2013,Michigan,19791244,4858138,5037484,570303,621207,644396,407833,283447,154554,152181,416406,592095,588428,1209103,1419883,730583,259974,358446,835625,446271,204887,7829056,1378237,53720,268673,5772165,1174164,705554
2013,Minnesota,10840760,2690694,2729686,346348,360418,362916,212912,146672,73747,73592,214442,363309,375763,669262,770612,377879,135626,182164,412205,234105,108408,4596087,294527,59184,235766,2862934,868278,406574
2013,Mississippi,5982414,1451232,1539975,197882,212488,205283,121487,100339,50893,46350,125431,182607,192971,381092,389310,197676,69778,103255,240503,126976,46886,1764640,1128280,13314,28427,1842692,264735,146640
2013,Missouri,12088342,2960402,3083769,374233,391183,398270,235389,163777,90741,91456,251839,399453,397081,723852,839236,413029,157656,208618,507803,279785,120770,5003971,692288,22797,108117,3490357,745553,409186
2013,Montana,2030330,507018,508147,61143,64529,60304,38120,29442,16015,17437,39006,63231,63286,114827,134116,79636,30051,38942,94636,49253,21191,904740,3221,69216,7039,585529,140726,64814
2013,Nebraska,3737032,925274,943242,128830,134551,126216,74155,56099,28366,28763,76328,124097,126652,224561,245360,121186,47828,60896,138757,85630,40241,1650358,86010,14405,39010,1030878,254780,119106
2013,Nevada,5580272,1403068,1387068,177287,193023,180243,111094,67534,36769,39742,111560,197190,200677,379270,378190,177429,64569,94727,236888,103565,40379,1906864,234179,30016,233423,1693973,293196,141320
2013,New Hampshire,2646918,652662,670797,65807,76311,77620,51437,39492,16589,20238,51397,76037,74045,162369,215908,103945,38450,50854,116885,60131,25944,1236757,16100,3082,31262,715823,217854,118607
2013,New Jersey,17798678,4343749,4555590,531181,550888,584367,355461,224351,114991,110977,340418,566477,573227,1183903,1352589,620589,211589,293924,703060,386100,195247,6068475,1215836,16422,803512,4546037,1471524,859881
2013,New Mexico,4170574,1034144,1051143,138396,142464,143896,83328,63387,31940,33970,86060,135460,134741,249017,267999,139487,54495,73490,179869,92486,34802,1569585,41733,189392,29896,1207743,213327,156133
2013,New York,39302254,9536179,10114948,1170425,1152215,1180714,735908,551429,299275,290691,851160,1440831,1355164,2517362,2817419,1322977,481558,654156,1541599,863140,425104,12695280,3079582,73231,1564942,10551689,2850904,2009272
2013,North Carolina,19696120,4795976,5052084,607482,657564,644390,374732,277797,155883,155219,406883,629332,640181,1320217,1353614,649713,236698,333637,826057,414633,164028,6811501,2121712,112630,245163,5605282,1298601,660009
2013,North Dakota,1446786,369155,354238,47475,43950,44489,24779,23589,15159,13705,42432,52954,48708,81307,90992,51194,18457,21653,51315,33829,17406,643478,10827,40214,9467,425752,103010,33938
2013,Ohio,23141616,5658223,5912585,691663,734250,758542,464331,322153,175567,156210,462838,730326,715904,1416469,1634139,840943,307954,407556,968036,531523,252404,9541274,1405148,18273,215665,6775309,1377985,768728
2013,Oklahoma,7701136,1906922,1943646,262687,272004,262377,150764,112844,60503,58680,164272,261010,261602,472596,493982,256019,89296,124005,313654,168793,65480,2815708,277016,289909,76919,2277634,429453,195649
2013,Oregon,7860130,1946196,1983869,228403,242753,239750,148622,102358,54244,55387,154505,261364,273486,514966,512733,274340,111468,151090,351758,171261,81577,3370391,72655,43202,166309,2211778,547395,311364
2013,Pennsylvania,25547602,6243308,6530493,714568,756289,763239,482157,371527,193556,186362,496593,824978,775351,1536491,1840649,932831,346337,462901,1109434,660982,319556,10427694,1409021,22855,387024,7390787,1669934,996827
2013,Rhode Island,2103022,512999,538512,54201,57148,62970,38528,35343,18079,16208,49078,69962,64914,126983,155074,75212,27165,37782,86172,45473,31219,846102,67541,4136,33771,590182,157040,91442
2013,South Carolina,9549678,2321179,2453660,293643,314315,294133,177229,146011,73425,72046,205221,306870,300974,594855,651143,322072,123655,174140,439093,209220,76794,3209900,1320131,14297,68185,2822553,566815,306151
2013,South Dakota,1689754,424160,420717,58617,61782,55667,32415,24167,12179,14036,35055,55771,54946,96760,109277,56513,23715,29474,64666,40746,19091,719112,13001,71981,9525,483635,110410,42351
2013,Tennessee,12991956,3174148,3321830,397208,420886,422756,251231,174661,93488,96147,269566,419890,423044,846939,895569,438358,161100,234945,561481,284291,104418,5060129,1102455,16101,101736,3868562,730831,404504
2013,Texas,52896386,13145494,13302699,1926498,2005798,1968632,1139990,776536,414131,391801,1151151,1892173,1912686,3590709,3440186,1572076,563243,736056,1744740,884993,336794,19840367,3142866,118862,1109799,14600164,3244705,1562406
2013,Utah,5801744,1458758,1442114,253409,255877,250050,137495,88682,42940,50315,151655,211134,228573,373367,304801,145806,53556,70532,163236,85314,34130,2534534,32754,33325,90184,1460307,367242,176492
2013,Vermont,1253260,308672,317958,30306,35599,34774,23451,20330,9893,9488,26615,35110,35318,72690,95060,49186,19652,26500,59880,29852,12926,595148,7184,1579,7862,338264,101491,62745
2013,Virginia,16520810,4060533,4199872,509604,523654,519180,311893,239781,118560,127140,349369,579410,572937,1098291,1183017,553266,191350,278144,651180,319237,134392,5726886,1592426,19615,490305,4282221,1269712,844141
2013,Washington,13942812,3475830,3495576,442110,442841,446472,264761,175268,107691,98732,287427,494871,497478,919683,946219,473942,182588,240557,556824,270359,123583,5439705,259337,95193,578428,3769539,1046053,559630
2013,West Virginia,3708608,916834,937470,102836,102684,111155,65582,51375,27006,25810,73831,101760,111518,233256,254645,143200,54024,75609,183271,97898,38844,1737683,62788,1842,12002,1214109,158535,99403
2013,Wisconsin,11485426,2855502,2887211,341440,363350,376100,225032,160563,82854,81084,232999,360945,372227,696351,832482,415084,153244,200351,462197,259975,126435,4972949,357899,49653,144102,3306037,764571,366183
2013,Wyoming,1165316,297497,285161,38379,41581,38397,21418,14015,9489,9131,26334,40255,41343,70178,74575,41789,15777,22443,46578,20734,10242,528303,7435,13675,5914,336822,72258,33803
2015,Alabama,9717958,2352810,2506169,285122,318172,308481,196633,135591,67494,74750,190484,317955,306517,612193,644006,335370,128255,176109,450119,229810,81918,3329913,1303298,20503,63841,2922664,536134,291773
2015,Alaska,1476864,388695,349737,54761,52302,48750,30578,19799,12650,12893,37176,62847,55931,91656,93326,50655,20102,23998,48118,17303,5587,481314,26176,101133,54057,407832,92345,51864
2015,Arizona,13656130,3387385,3440680,429860,456155,460054,275459,189355,102234,99656,278338,467127,447634,845274,842972,415824,159399,238720,652858,335901,131245,5285994,300685,308469,228840,3899781,834242,472514
2015,Arkansas,5956408,1463576,1514628,188704,199054,199465,118721,84274,38956,44139,117072,196719,188672,367499,383582,198146,71875,103212,279414,139082,59618,2308047,469555,20797,50043,1818405,298239,155616
2015,California,78289636,19440558,19704260,2507649,2540713,2519716,1548340,1058420,580198,574081,1730438,2996962,2835750,5190370,5243141,2480156,921840,1227486,2981899,1518127,689532,23824254,2277229,282777,5706490,21231202,5640811,3156387
2015,Colorado,10913148,2741020,2715554,333539,359884,357031,206318,145576,70112,79763,232498,418507,408630,737989,711031,352606,141837,189681,436772,191972,82828,4607390,224809,49138,172016,2700272,965069,534461
2015,Connecticut,7181772,1752063,1838823,186528,207743,224666,144388,106016,53656,45695,147476,219975,222801,432504,537158,268958,98012,130027,314303,161837,89143,2747943,380571,8893,156768,1827515,583517,416529
2015,Delaware,1891868,458208,487726,55445,52642,61316,34797,25919,14969,11729,36481,65134,59214,110727,129436,65906,26560,34835,95778,45417,19629,654904,203863,3121,36448,530020,126473,85241
2015,District of Columbia,1344456,319705,352523,43230,32562,26490,15556,22969,11744,13244,33549,78021,74466,96419,77353,37764,13983,18287,44092,20819,11680,269143,318831,1661,26419,266544,129916,157930
2015,Florida,40542544,9891238,10380034,1098273,1137660,1146160,720896,489667,281265,251255,751815,1334128,1259125,2463472,2743332,1359858,529243,759890,2185122,1228681,531430,15357374,3280778,47032,555966,11920192,2763949,1484142
2015,Georgia,20429720,4975458,5239402,649360,717436,709025,426593,300034,153655,142740,432250,701255,682013,1388193,1401045,645444,242598,320460,809315,362897,130547,6077438,3197929,28491,392794,5629660,1322641,760145
2015,Hawaii,2863206,724635,706968,92093,85708,85501,47904,29998,19579,20519,64387,112990,103406,177777,174599,96987,34483,48519,133842,63706,39605,372252,29644,3899,665500,800302,215458,104637
2015,Idaho,3309860,826819,828111,111847,124906,123485,71943,45665,22190,20428,68484,108144,108666,204505,198964,102767,41767,57905,145577,71162,26525,1514404,8828,23516,23076,937643,197277,87829
2015,Illinois,25719990,6310435,6549560,779666,821924,845577,513018,344011,181437,181789,530635,882617,890595,1672605,1744768,876726,327434,438968,1040206,540245,247774,9238679,1844624,28792,678750,6891096,1901925,1106789
2015,Indiana,13239360,3253089,3366591,419209,431017,454693,274815,191558,100805,101542,282468,425012,417010,822598,878429,452571,173351,229278,555659,285259,124406,5559694,605660,15704,141266,3888402,756669,394875
2015,Iowa,6247798,1549289,1574610,195084,206688,203473,123508,97453,46956,47198,129035,191820,200932,368059,399872,210096,85721,116852,267973,153759,79420,2826672,106610,11554,71787,1806727,407705,180714
2015,Kansas,5823282,1449224,1462417,197066,199597,202418,121153,87092,46250,45830,123756,189697,194802,347230,362357,195971,71038,101332,235259,130891,59902,2465799,172109,27041,86418,1565312,409886,216209
2015,Kentucky,8850184,2174892,2250200,273366,278588,284333,174296,122660,71121,60942,170996,286289,275213,563472,601478,310082,120445,157683,401646,195651,76831,3865712,355718,8914,62391,2686414,436133,291962
2015,Louisiana,9341448,2286299,2384425,304845,325163,299797,186380,125442,68072,69595,196175,338437,332163,578072,597756,312351,120079,162789,383313,194195,76100,2914693,1502375,22645,82185,2802378,500833,251328
2015,Maine,2658656,651030,678298,63852,69349,74920,47738,33305,18181,16589,44154,76192,75772,152672,196149,110275,40549,59063,146641,71903,32024,1258074,14795,8966,13943,773161,197651,102657
2015,Maryland,12012802,2912348,3094053,366627,375402,373801,231902,155798,84824,79412,236149,422776,411357,769729,868662,421380,154323,207274,498035,243301,105649,3395048,1770161,15403,388078,2989539,938510,730620
2015,Massachusetts,13588844,3297384,3497038,365383,374601,396265,250945,205960,101370,104280,288974,483585,458191,838603,976402,477635,182092,245910,590043,298338,155845,5373238,499357,10663,432149,3334301,1199180,873747
2015,Michigan,19845152,4877067,5045509,570655,598189,636928,402052,274007,145955,143014,423429,628727,592831,1175407,1375302,730014,278718,376707,908606,458619,203416,7801483,1378111,53668,296914,5748530,1236727,729495
2015,Minnesota,10979188,2730030,2759564,350927,356553,361354,214064,142905,71519,70800,220537,361405,384306,675937,744590,390211,142092,197436,451628,238759,114571,4614799,320267,55212,260409,2857619,911402,437675
